                simTime,               simFrame,               playerId,              lightMask,               steering,    steeringWheelTorque,                accMask,               accSpeed,           batteryState,            batteryRate,       displayLightMask,              fuelGauge,
+7.7400004036724567e+01,                   4645,                      1,                 0x8020,+1.0947333276271820e-01,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7416670704260468e+01,                   4646,                      1,                 0x8020,+1.0901013016700745e-01,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7433337371796370e+01,                   4647,                      1,                 0x8020,+1.0848962515592575e-01,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7450004039332271e+01,                   4648,                      1,                 0x8020,+1.0807617753744125e-01,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7466670706868172e+01,                   4649,                      1,                 0x8020,+1.0777537524700165e-01,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7483337374404073e+01,                   4650,                      1,                 0x8020,+1.0757862031459808e-01,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7500004041939974e+01,                   4651,                      1,                 0x8020,+1.0747796297073364e-01,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7516670709475875e+01,                   4652,                      1,                 0x8020,+1.0746143758296967e-01,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7533337377011776e+01,                   4653,                      1,                 0x8020,+1.0757528245449066e-01,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7550004044547677e+01,                   4654,                      1,                 0x8020,+1.0787168890237808e-01,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7566670712083578e+01,                   4655,                      1,                 0x8020,+1.0823176056146622e-01,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7583337379619479e+01,                   4656,                      1,                   0x20,+1.0863573849201202e-01,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7600004047155380e+01,                   4657,                      1,                   0x20,+1.0907574743032455e-01,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7616670714691281e+01,                   4658,                      1,                   0x20,+1.0954495519399643e-01,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7633337382227182e+01,                   4659,                      1,                   0x20,+1.1003963649272919e-01,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7650004049763083e+01,                   4660,                      1,                   0x20,+1.1055386066436768e-01,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7666670717298985e+01,                   4661,                      1,                   0x20,+1.1108481884002686e-01,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7683337384834886e+01,                   4662,                      1,                   0x20,+1.1162750422954559e-01,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
